13	84185
6	27154
28	61851
35	45828
21	63443
19	60844
41	33035
37	41280
10	101672
31	55682
40	34968
20	63078
26	66146
11	86087
22	64740
30	58396
17	59016
15	68413
12	87387
14	78094
16	61176
38	39162
53	16252
23	65268
32	53616
18	60446
42	31266
33	50879
64	8410
39	37478
25	65838
8	57050
54	15384
34	48114
9	79281
49	21004
57	12919
61	10080
60	10622
587	4
67	6884
255	13
223	32
827	4
3	22090
90	1756
45	26013
36	43501
4	27999
2	16712
50	19344
51	18855
24	65931
48	21750
29	61415
82	2980
84	2458
7	36851
69	6076
81	2878
77	3959
66	7210
92	1608
1	44180
55	14540
83	2618
75	4285
73	4908
74	4584
5	24552
91	1690
52	17423
108	692
68	6417
119	285
46	24465
106	697
112	511
27	63982
62	9537
76	4108
47	23063
43	29157
44	27387
143	114
56	14053
115	427
71	5366
88	1861
85	2356
59	11533
80	3222
136	164
63	9026
110	611
98	1168
497	6
72	5226
70	5906
58	12336
96	1243
78	3503
65	7754
97	1178
114	427
116	453
79	3312
124	256
94	1347
121	311
105	772
89	1868
87	2019
103	778
99	1055
171	34
220	22
86	2265
1002	3
272	21
111	513
102	862
95	1305
122	288
200	29
100	1019
93	1481
146	106
140	160
163	88
130	183
109	609
120	314
117	386
128	202
156	66
241	20
141	154
195	52
123	282
145	100
133	180
126	246
167	66
277	18
113	496
199	27
152	97
107	710
127	222
137	132
173	44
132	216
180	24
191	23
148	101
157	92
162	72
154	114
147	143
129	232
185	53
590	3
781	3
175	41
555	3
727	3
101	866
118	374
104	762
158	83
142	158
134	169
434	3
131	208
178	45
204	25
203	29
138	167
181	25
144	166
746	3
139	128
210	32
182	41
206	18
160	75
166	64
170	56
240	11
268	19
161	73
155	64
151	98
125	277
1109	3
193	35
196	35
227	15
172	56
135	165
321	5
306	4
307	8
413	6
298	8
190	33
320	3
245	17
168	62
197	29
149	86
215	21
520	6
251	17
351	9
528	3
260	10
501	3
265	20
613	6
305	8
213	11
247	8
589	5
234	22
634	3
438	7
258	3
642	7
202	38
243	8
266	11
225	19
184	16
169	54
246	10
481	10
457	9
1630	4
471	4
509	3
882	3
558	3
448	6
153	93
275	7
244	25
242	9
209	25
164	72
174	32
208	36
256	16
165	65
411	12
285	11
772	5
566	3
327	10
150	116
342	6
214	21
159	65
273	7
189	22
514	3
610	1
893	3
183	38
297	10
399	2
357	2
212	28
365	2
668	3
380	9
254	15
230	17
294	8
455	10
176	49
186	34
194	33
300	13
229	12
237	18
494	3
249	7
219	25
367	6
222	15
207	19
201	32
353	7
218	27
654	3
473	6
187	21
188	22
666	3
410	6
228	20
301	9
309	16
510	4
198	24
790	5
774	2
734	2
698	2
655	2
641	2
599	2
542	2
496	7
463	2
375	9
329	7
303	4
336	9
369	9
304	12
372	8
270	4
331	3
221	25
337	6
570	4
407	1
787	3
217	29
678	3
459	3
526	3
289	10
426	10
315	11
489	2
867	1
828	1
819	1
792	1
752	1
688	2
674	3
651	1
611	1
582	4
540	4
503	1
460	2
429	3
419	1
383	3
354	14
864	5
825	5
816	2
789	2
749	2
685	5
671	2
648	2
608	3
579	2
537	2
500	2
468	6
416	11
339	2
216	14
192	29
341	6
313	4
253	15
248	11
232	8
257	13
330	3
269	8
1003	4
347	3
490	3
179	32
1043	1
605	6
295	7
279	13
282	7
259	14
650	6
278	6
286	9
469	6
1004	1
736	1
397	10
177	28
1235	1
467	1
267	7
239	22
360	4
683	3
887	3
512	4
499	2
417	2
387	2
238	9
478	7
344	5
231	8
856	3
782	3
205	13
643	4
391	4
211	4
310	3
814	1
801	3
364	1
452	1
340	3
366	9
235	9
236	4
465	3
271	13
776	1
224	10
374	1
660	3
443	3
422	3
250	14
284	4
350	6
370	4
226	7
569	3
805	3
927	3
292	9
319	3
326	3
299	4
487	6
280	6
692	3
382	4
966	2
999	3
252	5
263	9
563	3
346	9
622	7
317	13
430	3
983	3
287	8
472	1
826	3
274	11
758	3
547	3
283	4
612	3
637	3
847	3
840	1
543	1
276	1
431	3
261	6
262	8
386	1
323	8
435	3
1062	1
623	4
533	5
584	3
376	3
425	3
325	1
361	3
451	6
656	3
281	3
408	1
488	4
804	3
475	3
316	1
456	4
602	1
398	3
2316	3
433	3
1072	1
621	3
941	3
449	3
437	4
394	4
322	6
308	7
629	1
573	1
593	3
454	5
1117	4
479	4
444	1
761	3
379	1
373	3
1220	3
389	4
355	5
377	5
777	3
1854	3
446	4
951	3
362	1
264	3
556	2
477	2
424	6
296	3
618	3
1046	3
390	2
665	1
1360	3
673	1
513	3
664	4
378	1
349	1
729	1
1029	3
659	4
439	1
743	1
765	2
763	2
725	2
689	2
646	2
632	2
401	2
333	3
291	1
233	3
314	1
440	1
565	1
521	2
486	1
406	1
1115	1
947	1
318	1
345	2
356	4
896	3
508	1
447	1
396	1
312	1
288	1
385	1
525	3
395	3
343	1
591	1
