2018-02-02, 77
2018-01-08, 64
2018-02-21, 78
2018-01-17, 67
2018-02-12, 83
2018-01-05, 65
2018-01-21, 43
2018-03-12, 63
2018-01-18, 80
2018-03-28, 63
2018-02-19, 40
2018-01-09, 74
2018-02-16, 77
2018-01-24, 92
2018-03-03, 20
2018-01-04, 100
2018-03-09, 114
2018-02-01, 77
2018-04-19, 132
2018-03-11, 22
2018-03-05, 102
2018-02-25, 52
2018-01-29, 62
2018-01-20, 25
2018-02-07, 95
2018-03-18, 32
2018-02-27, 85
2018-02-26, 68
2018-03-26, 72
2018-02-06, 78
2018-03-13, 90
2018-02-04, 24
2018-01-22, 77
2018-01-25, 76
2018-04-10, 97
2018-04-08, 28
2018-01-31, 92
2018-04-26, 192
2018-03-14, 97
2018-02-28, 102
2018-03-02, 92
2018-03-31, 25
2018-04-24, 89
2018-01-16, 68
2018-02-22, 76
2018-04-03, 67
2018-04-12, 103
2018-02-05, 86
2018-03-20, 85
2018-03-30, 63
2018-02-08, 64
2018-04-30, 157
2018-01-26, 58
2018-01-14, 16
2018-04-16, 56
2018-01-12, 69
2018-01-19, 57
2018-04-02, 67
2018-03-19, 68
2018-02-09, 76
2018-01-02, 47
2018-03-07, 94
2018-01-23, 100
2018-04-25, 137
2018-03-01, 89
2018-05-01, 191
2018-01-30, 69
2018-05-03, 277
2018-01-11, 72
2018-03-15, 79
2018-02-14, 85
2018-04-22, 49
2018-04-18, 100
2018-03-22, 123
2018-01-28, 20
2018-04-11, 80
2018-02-20, 91
2018-03-06, 79
2018-03-21, 98
2018-03-04, 40
2018-04-27, 147
2018-03-23, 96
2018-02-11, 30
2018-04-17, 92
2018-04-13, 96
2018-05-02, 194
2018-01-10, 50
2018-04-04, 82
2018-01-01, 22
2018-02-13, 108
2018-03-25, 32
2018-04-09, 100
2018-03-29, 114
2018-03-27, 76
2018-03-24, 10
2018-03-16, 55
2018-04-29, 60
2018-02-10, 37
2018-01-15, 21
2018-03-08, 91
2018-05-04, 2
2018-01-03, 63
2018-02-23, 88
2018-04-06, 83
2018-04-05, 104
2018-02-17, 40
2018-02-15, 97
2018-02-24, 22
2018-04-15, 35
2018-04-20, 109
2018-01-06, 8
2018-03-17, 14
2018-02-18, 20
2018-02-03, 12
2018-01-13, 14
2018-04-28, 26
2018-04-23, 128
2018-04-14, 33
2018-04-01, 31
2018-04-21, 13
2018-01-07, 22
2018-03-10, 22
2018-01-27, 14
2018-04-07, 13
2017-06-14, 115
2017-05-12, 101
2017-01-20, 61
2017-02-02, 127
2017-07-05, 78
2017-01-24, 97
2017-09-12, 104
2017-12-05, 95
2017-06-30, 83
2017-01-23, 62
