2018-03-11, 33
2018-03-25, 38
2018-04-01, 28
2018-04-02, 68
2018-04-11, 75
2018-02-24, 18
2018-04-08, 28
2018-01-17, 34
2018-03-22, 43
2018-04-17, 73
2018-04-10, 84
2018-04-13, 67
2018-02-11, 24
2018-03-28, 58
2018-01-06, 8
2018-04-03, 82
2018-02-27, 54
2018-03-15, 28
2018-03-27, 61
2018-02-07, 52
2018-01-30, 49
2018-01-31, 51
2018-03-03, 10
2018-03-26, 70
2018-02-05, 30
2018-02-01, 58
2018-04-14, 20
2018-03-29, 61
2018-03-16, 24
2018-04-30, 131
2018-02-06, 49
2018-01-23, 29
2018-04-19, 74
2018-02-23, 46
2018-01-22, 41
2018-04-07, 15
2018-03-23, 46
2018-04-23, 83
2018-03-02, 56
2018-05-07, 238
2018-03-13, 59
2018-05-04, 210
2018-04-27, 105
2018-03-07, 75
2018-02-22, 35
2018-04-04, 101
2018-04-16, 72
2018-02-10, 10
2018-02-28, 40
2018-04-29, 52
2018-04-09, 45
2018-03-05, 64
2018-02-20, 41
2018-04-18, 71
2018-03-12, 65
2018-01-11, 29
2018-03-24, 18
2018-04-06, 55
2018-01-18, 39
2018-02-16, 57
2018-03-21, 50
2018-05-02, 180
2018-02-25, 20
2018-04-20, 85
2018-04-15, 28
2018-04-05, 59
2018-02-12, 67
2018-01-12, 33
2018-04-22, 28
2018-02-13, 50
2018-02-04, 42
2018-02-14, 58
2018-02-26, 43
2018-02-03, 8
2018-04-24, 109
2018-02-15, 46
2018-01-21, 25
2018-01-09, 17
2018-04-12, 67
2018-01-16, 35
2018-03-08, 54
2018-04-25, 101
2018-03-19, 24
2018-02-08, 37
2018-01-27, 13
2018-03-01, 54
2018-01-03, 26
2018-02-21, 41
2018-03-20, 34
2018-02-17, 20
2018-03-06, 61
2018-02-09, 37
2018-03-04, 32
2018-01-26, 26
2018-01-15, 18
2018-03-14, 37
2018-02-02, 28
2018-01-19, 28
2018-03-30, 39
2018-04-28, 32
2018-05-03, 177
2018-01-28, 34
2018-01-25, 14
2018-02-18, 24
2018-03-18, 18
2018-01-24, 32
2018-01-29, 31
2018-01-05, 39
2018-01-10, 24
2018-01-08, 40
2018-01-07, 16
2018-01-02, 34
2018-03-10, 10
2018-03-17, 14
2018-01-04, 41
2018-03-31, 8
2018-01-14, 10
2018-02-19, 33
2018-03-09, 30
2018-05-01, 175
2018-04-26, 111
2018-01-20, 17
2018-05-06, 64
2018-04-21, 13
2018-05-05, 52
2018-01-13, 6
2018-01-01, 10
2017-10-13, 42
2017-01-18, 28
2017-03-10, 24
2017-06-30, 24
2017-08-30, 47
2017-07-08, 4
2017-11-05, 32
2017-08-01, 48
2017-01-11, 24
2017-03-09, 36
2017-08-15, 47
2017-01-31, 34
2017-06-13, 28
2017-05-22, 28
2017-02-05, 32
2017-04-18, 26
2017-05-25, 19
2017-11-15, 54
2017-05-24, 16
2017-01-09, 22
2017-03-21, 22
2017-03-02, 26
2017-06-27, 17
2017-06-08, 20
2017-08-09, 37
2017-08-03, 48
2017-12-13, 47
2017-08-29, 38
2017-04-22, 4
2017-11-08, 54
2017-12-09, 12
2017-07-17, 33
2017-04-14, 26
2017-06-06, 30
2017-06-07, 27
2017-11-06, 50
2017-04-21, 29
2017-03-29, 26
2017-01-20, 21
2017-03-27, 28
2017-02-15, 30
2017-12-12, 63
2017-06-05, 26
2017-11-28, 68
2017-08-10, 32
2017-11-16, 40
2017-07-15, 6
2017-02-18, 2
2017-11-03, 37
2017-08-14, 35
2017-01-23, 32
2017-07-31, 41
2017-08-13, 12
2017-11-02, 74
2017-09-20, 44
2017-02-07, 20
2017-09-01, 18
2017-09-16, 16
2017-11-13, 53
2017-07-14, 21
2017-09-26, 64
2017-04-04, 36
2017-01-01, 20
2017-03-28, 20
2017-11-19, 26
2017-07-21, 16
2017-10-25, 35
2017-08-28, 54
2017-10-09, 70
2017-11-09, 56
2017-10-20, 42
2017-01-12, 16
2017-05-02, 27
2017-06-21, 15
2017-03-12, 8
2017-01-05, 18
2017-10-26, 54
2017-01-25, 28
2017-07-24, 23
2017-10-30, 56
2017-03-06, 26
2017-05-09, 29
2017-04-19, 32
2017-10-21, 34
2017-09-28, 50
2017-07-19, 45
2017-09-24, 32
2017-10-27, 34
2017-09-14, 26
2017-01-17, 30
2017-11-20, 51
2017-12-14, 34
2017-06-16, 12
2017-11-24, 26
2017-09-07, 58
2017-02-28, 32
2017-10-15, 32
2017-02-13, 14
2017-06-02, 18
2017-02-06, 22
2017-12-02, 16
2017-12-03, 34
2017-01-06, 18
2017-07-26, 24
2017-10-17, 46
2017-03-08, 16
2017-01-04, 30
2017-08-31, 27
2017-02-01, 28
2017-10-05, 62
2017-03-13, 33
2017-08-22, 46
2017-10-06, 28
2017-06-09, 20
2017-07-11, 36
2017-12-05, 47
2017-04-06, 27
2017-05-12, 23
2017-10-02, 52
2017-10-31, 56
2017-03-23, 23
2017-05-31, 32
2017-12-04, 55
2017-06-28, 37
2017-01-28, 4
2017-12-08, 39
2017-05-17, 19
2017-02-17, 8
2017-06-04, 2
2017-01-19, 19
2017-09-11, 59
2017-08-08, 27
2017-01-27, 18
2017-08-17, 49
2017-06-12, 22
2017-11-30, 41
2017-06-19, 20
2017-07-23, 4
2017-01-30, 34
2017-07-18, 29
2017-07-12, 42
2017-08-16, 31
2017-10-03, 57
