15	29314
34	31265
49	27623
31	29450
39	32233
38	32016
73	10401
48	28339
37	31579
59	20246
44	30598
63	17383
53	25010
69	12700
56	22778
46	29761
51	26566
47	29176
68	13534
16	26346
35	31414
40	32204
66	14879
32	30193
9	12787
74	10037
42	31510
55	23476
29	28249
65	15802
45	29995
107	1584
62	17926
24	23294
18	20593
52	25149
41	31801
30	29530
60	19604
26	25179
10	14345
13	25679
36	32087
61	18796
70	12153
12	21298
50	27040
33	30667
58	20898
54	23948
28	27135
57	22001
2	13298
14	28993
43	31425
20	19201
3	18913
22	20892
21	19641
23	21944
84	5590
25	23978
19	19609
67	14521
81	6751
17	23404
95	3036
97	2746
76	8963
121	1006
99	2460
6	11092
11	17418
64	16465
27	26461
75	9327
101	2334
86	5097
71	11608
72	11040
80	7133
83	5842
114	1298
82	6363
85	5268
89	4201
87	4685
4	17869
5	11501
1	10777
79	7623
90	4048
7	11587
109	1548
93	3435
78	7732
96	2780
77	8447
155	317
133	607
8	11322
92	3648
108	1631
88	4627
94	3226
105	1791
106	1699
98	2498
91	3862
173	223
113	1339
104	2010
115	1185
110	1491
102	2194
156	332
149	386
111	1428
118	1004
100	2315
103	2001
124	890
122	917
131	638
171	206
234	48
119	1085
112	1376
128	743
125	890
172	216
194	130
145	464
138	594
166	244
187	139
120	951
140	526
127	820
163	277
134	635
139	518
123	854
146	439
142	492
117	1132
130	727
167	242
132	687
129	706
168	272
212	97
147	416
144	420
169	219
136	523
199	121
165	288
174	243
189	150
158	301
126	838
179	190
137	549
176	189
244	48
192	135
181	175
232	56
148	393
175	199
183	136
201	100
213	76
204	90
152	381
224	51
239	46
254	25
151	398
184	177
141	476
143	499
154	317
177	204
160	294
153	356
380	8
231	59
202	113
190	139
1130	2
170	251
1049	2
235	57
188	125
159	332
220	55
178	154
191	113
182	197
295	12
214	66
243	43
198	105
222	55
116	1233
983	4
249	26
386	8
162	279
255	20
217	64
240	36
388	4
200	97
150	351
161	299
230	51
1070	2
164	227
135	567
195	111
197	127
203	85
241	39
226	59
233	44
359	4
205	73
259	28
266	18
185	143
180	185
157	293
228	49
246	32
247	32
216	82
209	83
196	108
208	76
210	78
206	79
186	136
193	129
292	5
223	49
207	76
290	8
245	27
252	27
219	60
1056	2
267	20
370	3
250	23
269	18
976	6
1038	4
368	8
227	52
307	8
282	9
215	59
218	54
390	3
374	18
304	14
236	52
242	40
256	36
276	18
289	11
253	27
229	53
393	6
238	44
225	56
268	17
211	59
281	11
264	16
284	16
237	52
309	7
293	9
327	3
257	28
248	32
258	19
320	8
271	17
515	1
336	10
378	7
357	6
1117	2
221	54
283	10
355	9
377	6
306	17
323	2
260	21
318	10
340	2
311	7
366	7
299	8
251	35
313	8
310	12
1114	2
986	2
1045	4
315	11
325	6
319	10
379	8
1039	2
287	9
273	11
387	6
1156	2
262	16
265	22
351	6
275	22
397	2
324	8
286	9
302	12
274	19
580	2
444	2
1101	2
261	14
350	2
316	3
297	5
263	30
296	6
376	4
301	13
1050	4
270	13
383	7
367	9
1063	2
288	8
272	11
1030	3
372	8
365	10
1041	4
384	5
291	16
314	10
968	4
1149	2
369	4
385	5
1053	2
630	1
974	4
285	8
371	6
358	8
1035	2
305	9
279	12
1020	2
1011	2
375	6
353	2
434	1
828	1
982	6
348	4
1073	2
280	8
333	2
412	4
1062	2
1033	2
382	4
312	6
298	8
1113	2
303	7
361	3
326	5
772	1
321	5
349	4
438	2
503	3
362	2
1048	2
967	2
1012	2
401	3
972	2
381	9
332	4
1046	4
1068	4
1093	2
352	2
431	1
521	1
406	2
373	8
395	6
999	2
966	2
1032	2
294	12
278	9
339	6
308	1
328	2
491	1
450	2
420	6
1123	2
551	2
343	4
317	6
347	2
523	2
419	3
392	6
477	2
300	3
338	2
341	6
400	2
331	8
1142	2
1014	2
1088	2
1015	2
329	5
1047	6
1043	4
421	1
436	1
337	5
1162	2
998	2
456	5
356	11
1074	2
1019	2
277	5
1111	2
1028	2
440	1
546	1
949	2
330	3
391	1
582	1
482	1
550	1
334	2
342	1
645	1
1116	2
979	2
1037	2
658	1
457	3
492	1
423	1
742	1
424	3
344	4
422	2
452	1
435	1
622	1
428	1
418	1
467	1
345	2
463	1
425	2
446	2
402	4
478	1
346	3
404	2
322	1
1138	2
335	2
408	1
398	3
354	3
1133	2
410	1
2511	2
433	2
504	2
569	2
651	2
360	4
584	2
538	2
5662	2
413	4
682	1
991	2
1115	2
1140	2
1044	2
474	1
389	2
989	2
981	2
468	1
552	1
1159	1
363	2
439	1
969	2
